date,isEdited,userName,review,rating,title,developerResponse
2019-07-08 10:44:55,False,덩차,굿이에요,5,예쁘고 맘에 들어요,
2020-06-14 13:12:10,False,고양이너무귀여워,집들이 너무 귀여워요,4,후기,
2019-05-09 22:12:11,False,나 비,ㅇㅇ,5,수면 패턴을 만들수 있을것 같아요,
2021-04-03 01:03:03,False,얄라링요,귀엽고 좋아요,5,재미있어요,
2021-01-13 14:57:53,False,완벽그자체1,수면게임하는것같아요,4,재밋어요,
2019-04-04 09:51:54,False,Sweetea123,모으는 재미가 있네요~,4,좋아요,
2019-04-09 08:09:57,False,에이지 ㅎㅎㅎㅎㅎ,굿입니다,5,좋아요오,
2019-05-05 00:54:12,False,ㅎㅎ신기방기,맨날 끄구 다시 자긴하는데ㅎㅎㅎ,3,좋은거가태여,
2019-04-30 15:19:06,False,뿌꾸빠꺄쀼뜌,귀엽고 좋아요 더 써볼게요,5,좋아용,
2021-09-27 21:58:19,False,굿인생,다시 리뷰할게용,3,더 써보고~,"{'id': 26236733, 'body': ""Hi,\nThank you for the feedback! Don't hesitate to give us a positive rating if you enjoy the app. :)\n"", 'modified': '2021-11-12T15:12:32Z'}"
2020-04-15 16:18:46,False,ㅓㅓㅇ우어아아아,차곡차곡 건물 짓기 귀여워용 ㅎㅎ,5,귀여워요,
2019-06-22 14:48:56,False,잭맨이,너무재밋어요,5,오잉,
2019-04-30 23:02:25,False,엘루다이아,Also useful,5,So beautiful app,
2019-07-22 14:48:14,False,람무우,잘 쓰겠습니다,5,좋아요,
2019-04-07 21:54:38,False,ahlny,너무너무 귀여운 게임이에요ㅠㅡㅠ,4,ㅎㅎ,
2021-02-18 14:01:45,False,백원준대서,해보겠습니다,4,일단,
2022-10-03 21:27:13,False,shp0246,좋은 수면 앱,5,꿀잠 어플,
2019-04-24 08:45:33,False,전한길듣는 수강자,스타타운 주세여,5,좋네요,
2019-04-13 21:53:17,False,sdkjf,일찍 자고 일찍 일어나게되네요 정말,4,재밌어요,
2019-06-17 14:09:29,False,274947251,폐건물 삭제 어떻게 해요??,5,폐건물 삭제 어떻게 해요??,
2021-01-13 06:17:01,False,zzzidhakfbe,이거없으면 흑흑,5,좋아요,
2021-04-16 21:51:11,False,1234빈수,잘사용중입니다,4,좋아요,
2022-02-11 23:45:37,False,jei choigo,열심히 할게여,5,좋아요,
2021-03-18 00:15:11,False,김일이삼,집이 짱 귀엽습니다,5,귀요워요,
2020-12-28 01:46:37,False,오원석ushers,위젯좀 만들어주세요,5,위젯,
2019-06-04 23:50:39,False,보솜쓰,노무좋은거같아용,5,좋아용,
2020-05-25 14:35:57,False,야발라발리아,완전 좋아요,5,아침형 인간 도전,
2020-05-14 04:41:31,False,키크거싶당,너무좋아용,5,잠잘와용,
2020-04-15 16:06:18,False,코나_N,좋습니다,5,좋아용,
2019-06-10 12:50:18,False,충전오류..,수집력이 올라가요,5,좋아요,
2019-04-20 18:09:05,False,김밈밈,시간 재 설정 텀이 너무 김,5,시간,
2019-04-21 04:03:28,False,민주루루,폰안만지게되서 조아요,5,아주조아요,
2019-04-17 01:09:20,False,whale in sky,스타파운틴 주세요 ~,5,좋아요,
2019-05-08 01:53:13,False,굄기맘둬,유용합니다,5,좋아요,
2021-09-11 08:50:59,False,탐희.,이게 되는건가 안되는강가,3,..?,"{'id': 26236729, 'body': 'Hi, \nIs there anything we can help you with? Feel free to contact us at st.android@seekrtech.com specifying the issues you have encountered. We are more than glad to assist you! :)', 'modified': '2021-11-12T15:12:12Z'}"
2020-06-25 05:12:04,False,잘자쩡,잠,5,써보겠습니다,
2019-06-05 03:55:54,False,jiny_o,수면습관을 다잡기 좋네요,4,좋아요!,
2019-04-19 01:36:28,False,조아조아랑링랑,좋아요!!!딱 내스타일!!,5,굳굳,
2022-08-10 03:16:15,False,^^#!,잘쓸께요,4,재미있어요,
2021-11-04 11:36:05,False,Delight --,"환불이 안되네요, 환불해주세요",1,"환불이 안되네요, 환불해주세요","{'id': 26236678, 'body': 'Hi,\nAs WaterDo does not have the right to interfere with payments made on the App Store platform, please contact App Store directly for a refund. Thank you and sorry for any inconvenience.', 'modified': '2021-11-12T15:09:29Z'}"
2019-04-12 22:03:56,False,꿍끼라나ㅏ,건물 지어지는 맛이 굳 ㅎㅎㅎ,5,넘 좋아요,
2019-12-25 01:11:58,False,Hejdm,배터리 소모가 좀 심한느낌..,3,배터리,"{'id': 12597553, 'body': 'Hi,\nSorry for the trouble. We are working on a fix and suggest that you keep your phone charged at the moment. Thank you!', 'modified': '2019-12-26T14:58:22Z'}"
2021-05-16 15:08:32,False,콬ㅋ코8888888,슬립타운 최고!!,5,좋아요,
2020-04-02 01:07:50,False,어떤별명을해야하나,배터리 소모가 너무 심해요,3,배터리,
2019-04-25 12:50:58,False,아어라으나누얼,취침습관기르기굿,5,젤 좋아요,
2019-08-05 13:55:23,False,poetjo,zzz,5,잠 자고 싶은 어플,
2019-06-11 22:06:09,False,뇌하수체,생활패턴 만들기,5,조아요,
2019-06-12 04:09:08,False,프불파코,숙면 기대할게요,4,귀여움,
2019-05-06 15:34:03,False,다란짱,ㅎㅎ,5,열심히 써보려구여,
2019-04-01 23:06:02,False,쭈꾸러미,좋은수면ㅂ관만들기에 아주좋아요~,5,굿,
2019-05-08 21:55:05,False,망하지 마요 퓨퓨,이뻐용,5,그림체가,
2019-05-07 20:34:44,False,round203,완전좋아요,5,짱짱!!,
2019-04-02 21:41:10,False,투투데잇,수면관리하기 좋어요,5,수면,
2019-06-09 17:40:57,False,저모퉁이에서얼굴이하얀이가걸어오고있다,스타파운틴!!,5,좋아요,
2019-06-08 09:47:47,False,시간시간시간시간,귀여워요,5,좋아여,
2019-05-07 15:26:07,False,문어나무,생활습관잡기좋아요,5,좋아요,
2019-04-29 04:51:21,False,mapletarae,감사합니다,4,만족 ㅋㅋ,
2020-10-29 05:26:21,False,뀽큐뀨,화이팅,4,이제 막 써봐여,
2021-01-13 14:07:16,False,양야채,짱이에요,5,영야채,
2019-07-21 08:50:14,False,건포도도,아주 조아,5,이거 정말조아,
2019-04-28 08:04:22,False,ㅇㅇㅌㄴ,귀여워용,5,좋아요,
2022-06-27 09:10:00,False,1263789,ㅏㅏㅏㅓㅓ,5,좋아요@@@@@@@@@,
2022-06-16 06:33:44,False,shzhajah,너무 좋아요,5,👍🏻,
2019-05-01 14:22:25,False,주영주령,추천합니다,4,추천합니다!,
2019-04-07 21:01:50,False,냠나나난남아앙,ㅎㅎ,5,좋아요 완전 추천,
2019-06-23 12:33:15,False,ㅁㄴㅇㄹ~!,잘자는 나 파이팅,5,파이팅,
2019-06-14 00:14:46,False,10simforU9,규칙적인 생활 가능,5,굿,
2019-07-28 13:52:38,False,로스리스,좋아요,5,좋급니다,
2019-05-02 00:27:56,False,ㅇㅇㄱㅈㅅ,:),4,유익해요!,
2018-08-10 22:47:37,False,양평Q평해장국,좋음,5,봏아요,
2019-04-16 07:12:16,False,히희히,꿀잠,5,좋아용,
2019-05-02 17:26:21,False,혲니1004,건물이이뻐요,5,조아요,
2019-04-15 22:25:25,False,흒,꺙,5,넘조아욘,
2020-09-11 04:10:13,False,바바하,좋우,5,좋아용,
2020-05-12 22:23:14,False,요리왕조아,ㅎㅎ,5,좋아용,
2019-04-29 14:35:27,False,빈1222,집 짓기 재밌어요 :),4,재밌어요,
2019-04-09 22:12:01,False,mocas2,좋아용,5,좋아요,
2021-06-15 01:00:53,False,GibeomKo,괜찮네요,3,좋아요,"{'id': 23422330, 'body': ""Hi,\nThank you for the feedback! Don't hesitate to give us a positive rating if you enjoy the app. :)\n- Forest"", 'modified': '2021-06-16T14:53:18Z'}"
2019-04-14 17:12:37,False,22하나둘22,좋은것같아요,3,좋아요,
2019-04-29 13:20:03,False,뱜뱌먀먑ㅁ,ㄷㅋㅇㄹㅇ,5,ㄴㄴㅇㅇ,
2019-07-19 12:52:39,False,story store,조아요!!!,5,대박,
2019-08-01 03:18:29,False,audrey8311,예뻐요,5,예뻐요,
2019-04-08 22:56:25,False,ㄴㅅ요려,ㅇㄹㅎ,5,ㅊㅎㅎ,
2019-04-03 21:31:51,False,좋지만은서도응,좋아요,5,좋아료,
2019-04-04 22:31:11,False,오니오오,젛아요~~,4,좋아요,
2019-05-08 13:59:53,False,개코왈왈,굿굿,5,rntrnt,
2021-12-08 10:33:15,False,마재우에처너크내,ㅋㅊㅇㅇ,3,ㄷ,
2019-04-02 22:44:07,False,ㅇㅇㅇ....,좋네요,5,좋아요,
2020-10-02 23:25:00,False,Hanab123,써봐,3,써보구,"{'id': 18254881, 'body': ""Hi,\nThank you for the feedback! Don't hesitate to give us a positive rating if you enjoy the app. :)"", 'modified': '2020-10-04T08:16:48Z'}"
2019-07-14 22:56:28,False,ㅅㅂ리뷰는개뿔,짱,5,체고오오,
2020-08-27 14:19:50,False,나냔누뉴,조아요,4,조앙,
2020-04-11 22:09:06,False,난무름,"Thank you for your launching this app. It’s been a month since I used this app, and my poor sleeping habits were completely fixed. But there are some suggestions, I want you to consider. 
First, with the social circle mode, to me it’s too  difficult to find other circle member. I would like to suggest you to modify as we can search other members in the app, making easier to organize the circles. 
Second is about translation. I’ve been using ‘Forest’ also for a year, and there wasn’t any inconvenience with Korean translation. However, this app has many translation errors, and even tying errors. I would like to suggest you to modify this.
Thank you so much 사랑해요💕",5,잘 사용하고 있습니다. 몇가지 건의사항이 있는데요,
2020-12-29 23:08:36,False,jinahhhhhh,ㅎㅎ,5,ㄱㅊ,
2022-06-15 22:02:41,False,귀여ㅕㅂ,재밌어요,5,😃,
2021-09-12 08:06:42,False,kye9297,두근두근,5,두근두근,
2019-06-20 04:10:12,False,사기꾼존나만음,굿굿,4,조여요,
2020-05-25 14:35:35,False,다빔잉,굿굿,4,좋네요,
2019-04-09 12:19:52,False,모마 연결,좋아요!,5,좋아요,
2019-04-22 10:31:16,False,woddbfls,좋아요,5,좋아요,
2019-04-05 23:02:18,False,좋아요:],좋아요^.^,4,좋아요,
2019-07-29 05:22:48,False,나아르,좋아요,4,좋아요~,
2019-04-19 22:03:03,False,글지마아,좋아요,5,좋아요,
2019-04-14 14:18:14,False,윤영퀀,좋아요,5,좋아요,
2019-06-16 12:29:06,False,낭낭하이,굿입니다~,5,굿,
2019-05-13 04:25:12,False,쵬꾸꾸,굳굳,5,좋아요,
2019-04-03 23:59:20,False,아무 별명이나 괜찮아,좋아요,5,좋아요,
2022-05-17 21:34:53,False,해워니ㅣㅣ,ㅌㅇ,5,ㅇ,
2021-04-15 22:54:17,False,dddddfdxxcjh,좋아요,5,굳,
2019-04-13 15:16:10,False,달의조각,츄,3,ㄹ,
2021-02-09 01:42:00,False,jha2449,굿,5,재밌엄,
2019-05-11 06:42:34,False,아주조아아앙ㅇ,굿,5,rnt,
2020-06-23 22:25:13,False,낌빱말아낌빱,굿입니다,4,굿,
2019-07-20 00:16:55,False,anxious sloth,"I have trouble sleeping as in, I have a bit of trouble falling asleep AND I constantly wake up at night. I read that switching to a different app destroys your building so though I woke up a couple times, I didn’t look through my phone at 3am as I usually do, which is pretty nice. The only complaint I have is that the whole “insta-break if you fail” thing is really terrifying and kind of stresses me out at night.",4,daunting but cute,
2018-09-26 03:17:38,False,Adele HJ,"Hi I'm an iphone 8 user, my phone just became a brick (as in the screen became black and no button worked until i forced the restart) right after modifying the bigtown and then locking it... Maybe the app collided with the new iOS 12? The app works fine normally and it may be just my phone but it'd be nice if you could check on it :) thanks",5,Crashing?,"{'id': 5246109, 'body': 'Hi,\n\nSorry to hear this is happening.\n\nCould you please send the details and the screenshots of the problem to st.android@seekrtech.com ?\nWe could further investigate this issue! :)', 'modified': '2018-09-26T16:38:56Z'}"
2020-04-11 09:00:13,False,hiiamdong,"This app is very simple. But it is very attractive and funny. Every night, I expected what building will be built tomorrow morning. (Although many case were just 1$ building) Anyway I love this app and hope that many other building will be added! 

PS. I really want to add a option that I can rotate buildings 🙄",5,Thank u for making this app,
2021-05-11 22:21:23,False,광흥창전기장판,잼싸유,5,굿,
2019-06-26 15:01:59,False,다넝드,도움됨,5,굿,
2020-10-14 12:28:07,False,우오악커몬,아아,4,아아,
2020-10-01 06:15:51,False,hibara16,"In some reason, I can’t buy (or click) benches, trees, more lands ext.. This app has helped me to build good sleep habits, but UI is less convenient than Forest app. It would be grateful if you guys check out on this problem :) Thx",5,Is it a bug?,
2019-05-14 07:37:20,False,다닝91,조아요,5,조아요,
2019-04-16 19:28:47,False,기미슝,"포레스트 생각보다 너무 잘쓰고있어서 믿고 구입했어요ㅎㅎ 안그래도 폰때문에 잠시간 줄어드는거 꽤나 스트레스였는데 슬립타운으로 개선되길 희망해봅니다ㅎㅎㅎ 근데 포레스트이용하면 준다는 집은 어떻게 받을수있는건가요?
Can i login by forest email? but i couldn’t so i registered by same email and password again. did i right? and i wonder the way i can get a house which was supposed to get, using forest app first.",5,포레스트에 이어서,
2019-04-27 13:55:13,False,aowmc,굿!,5,좋아요,
2018-10-21 20:04:19,False,열받은사람ㅇㅂㅇ,"I can't see tree house button.
Sleeptown's setting just show change user name  , change e-mail address, change password and destroy all structure 
Plz explain to me",5,give me Treen house :-(,"{'id': 5683411, 'body': 'Hello,\n\nPlease go to the settings page of SleepTown and tap on your user name. This will take you to your profile page where you can find the redeem button for ""special Forest house"". Please note that the Forest app should be installed in the same device or the redeem button won\'t appear.  \n\nAnother reason could be you\'ve already obtained the Forest house. Please tap the ""next"" button at the bottom-right corner of SleepTown\'s main page where the ""Next Building"" page will pop up. Once the page has appeared tap on the hand icon where you should be able to choose your next building. See if the Forest house is available . \n\nThank you! :)', 'modified': '2018-10-27T11:46:32Z'}"
2019-06-18 03:41:11,False,공션서,굿,5,좋아요,
2019-04-10 23:04:48,False,퐁시,ㅇㅇㅇㅇㅇㅇ,5,ㅇㅇㅇ,
2019-04-08 04:56:50,False,제에바알좀,구구굿,3,굿굿,
2019-06-12 17:24:28,True,hauoliiiiii,"Its so useful! Especially when i need to go to bed on time, it helps so much! 
And i really enjoy building the town however, can you please~~~ also make the houses rotate?? Its all facing one direction..",4,All good but!,"{'id': 7483538, 'body': 'Hello,\n\nThank you for your feedback. \nWe will forward your suggestions to our team.\n\nFeel free to contact us via our in-app feedback system if you have further questions. :) - SleepTown', 'modified': '2019-06-12T17:24:28Z'}"
2019-04-07 22:35:13,False,라온미르,좋아요,5,굿,
2019-04-04 22:17:46,False,ㄴㅁㅇㄹㄱㅇㅊ,조아요,4,조아요,
2018-10-15 22:18:19,False,spfhqhdlfem,Fixed my sleep schedule thanks to this app which I couldn’t have been done for years,5,Awsome app,
2019-06-23 22:49:25,False,리얼북,굿,5,좋음,
2020-06-17 02:28:40,False,gkjlksd,"I turned on the alarm but it didn’t work this morning. So I woke up ‘after’ the wake up time goal, but this app was still constructing my building. How can I solve this problem?",3,Error,"{'id': 16045310, 'body': '\r\nHello, sorry for the inconvenience, would you please contact us via in-app feedback? We will investigate this issue further.', 'modified': '2020-06-17T12:08:05Z'}"
2019-06-09 22:34:54,False,검색기능 ㅠ,This app makes me wake up earlier than before and I can wake up in the morning with excitement!,5,It is awesome!,
2020-04-12 14:54:46,False,뮤지아7,"Thanks for great app!
I know about event gift that is for Forest app user. I’m using Forest app too and I want to get it but I don’t know how..
Please help me. :)",5,For Forest app user gift,
2021-03-30 14:12:52,False,스파르타13,"I’ve sent an email about the error that occurred recently
Plz check the email",3,Please check the email,
2021-06-24 16:11:20,False,크늡켑툼,굿,5,mm,
2019-04-01 23:38:16,False,길을잃었어,Getting my chances to wake up whole blown up just because I missed the exact set wake up time once seems too cruel.,3,I wish I could set multiple alarm..,
2020-03-23 02:00:04,False,이나덕,So I has destroyed two buildings already!! also the day-off function doesn't work at all! It destroys everything!! 😭 I love the idea though..,3,Alarm didn't ring,
2019-04-08 22:46:49,False,dar54U,I'm only a few days in but sleeptown is helping so far. Love the built in alarm :),5,Good so far!,
2020-04-23 23:28:07,False,미니롬,"I installed this app last night and I used it. This morning, I found two problems.

1. When I clicked the Social Club, the notice about error appeared. My Club member told me that her club is disappeared.

2. I got up correctly but app showed me an error notice. Although I used wifi, it told me I have to use internet.

Please fix them all as soon as quickly. Always thank you.",2,There are two problems in app,
2018-11-04 13:31:29,True,Jake_Sargento,"I request refund it. I click it wrong.

아니 몇번을 썻는데 아직도 환불이 안되요 빨리 환불해주세요 잘못눌렀다니까?
I already request many many many times... PLEASE REFUND THIS APP!! I DONT NEED IT!!!!!!!",5,잘못눌러서 결제됬어요 ㅡ 긴급,"{'id': 5499920, 'body': 'Hi,\n\nSorry for your inconvenience.\nCould you please contact us via our in-app feedback system so that we could better help you solve the problem?\n\nThank you! :)', 'modified': '2018-11-04T13:31:29Z'}"
2018-08-27 08:17:52,False,레모나1,Can i get the treehouse from Forest app? How can i get it and where?? I like your apps.,5,Treehouse...,"{'id': 4832543, 'body': 'Hello,\n\nPlease go to the settings page of SleepTown and tap on your user name. This will take you to your profile page where you can find the redeem button for ""special Forest house"". Please note that the Forest app should be installed in the same device or the redeem button won\'t appear.  \n\nAnother reason could be you\'ve already obtained the Forest house. Please tap the ""next"" button at the bottom-right corner of SleepTown\'s main page where the ""Next Building"" page will pop up. Once the page has appeared tap on the hand icon where you should be able to choose your next building. See if the Forest house is available . \n\nThank you! :)', 'modified': '2018-08-28T01:58:31Z'}"
2020-06-19 02:10:09,False,문종이에요,ㅎㅎ,5,ㅎ,
2020-04-23 23:07:43,False,jiii2464,"Error-503

I used the customer center a few days ago because there was an error, but now I can’t get into the customer center. The following lists are not working at this time. “Big town” “performance” “customer center” 

I like this application. But I feel so uncomfortable because there have been a lot of errors recently. 

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
백수라 아침에 일어나기가 힘든데 이 어플 덕분에 부지런하게 일어나고 있어요ㅎㅎ 슬슬 익숙해져서 잠결에 켜고 가끔 다시 잠들때도 있지만ㅠㅠ 그래도 정말 좋은 어플인 것 같아요ㅎㅎ 배경을 얻고 싶은데 서클에 가입해야해서 번거로워서 못하고 있어요ㅠㅠ 그 부분만 좀 더 편했으면 좋겠어용",1,Help me!!!!!!!!!!!!!!!!!!!,
2020-08-06 19:18:43,False,오이맛수박,I want to see the building I built every week and every month.,3,Request,"{'id': 17198479, 'body': ""Hello, you are able to view the buildings you built each week in the Settings page. Currently we don't have the option for viewing buildings every month, but we will consider implementing it in the future. Thank you for the advice. :)"", 'modified': '2020-08-11T01:44:13Z'}"
2018-10-09 09:20:29,False,howjtidb,"It's useful, but why can't I build my own town? It's not like advertising. What should I do?",4,"직접 건물 건설, 마을 꾸미기가 안되네요","{'id': 5435180, 'body': 'Hello,\n\nWhen your town expands to the size of 2x2, you will be able to create and customize a new town. This can be done by tapping on the lowest button on the left side of the screen. Once you have created a new town you can add decorations, rearrange buildings, and purchase more land. \n\nPlease contact us if you have further questions. :)', 'modified': '2018-10-10T07:03:57Z'}"
2020-12-30 01:11:25,False,이현서--,"위젯 만들어 주시면 좋겠어요 포레스트처럼

Hi it is very cute
I want to have widjet like “forest”
Thank you for reading",5,너무 귀여워요,
2019-04-12 02:24:53,False,NASA agent,Please let me know how to get the house for forest users TT,5,Hey Let me know,
2022-07-15 19:01:59,False,Mr.Hyuk J,I like the design of this app,5,Good,
2019-05-12 17:09:28,False,드웨인존슨즈,I want to get treehouse in forest what can i do for it? Thx,5,좋은 어플이에요,
2020-10-07 00:23:05,False,네네네ㅣㄴ냥,"Alarm doesn ring!!!!!
I pressed the sleep button and just locked it
I didn't close it but the alarm didn't ring",1,Alarm doesn't ring!!!!!,"{'id': 18403947, 'body': 'Hi, sorry for the problem caused. Could you please contact us via in-app feedback? Please let us know your phone model and app version. Please provide screenshots/videos showing the problem if you can. Thank you!', 'modified': '2020-10-11T12:17:17Z'}"
2020-02-20 04:36:43,False,캣태ㅛ,i would like to communicate with my team member,5,we need social circle chat!!,
2020-09-27 14:30:19,False,haineyKim,"소셜서클 만들고나니까 목표를 바꿀 일이 생겼는데
어떻게 바꿔야하는지 모르겠네요
서클 설정에서 바꿀 수 있게 되면 좋겠어요

I want to change the time setting of social circle.
I hope I can change the time at social circle setting menu.",4,소셜서클 시간도 바꾸고싶어요,
2019-05-06 23:06:33,False,Jeremiah Song,I really like this app.,5,Brilliant!,
2021-09-08 10:25:27,False,Canduckfly,Seems nice,5,Nice,
2021-03-10 01:31:39,False,지은 Monica,Forest처럼 위젯 좀 만들어주시면 좋겠습니다 ㅠ 그 외엔 다 좋아요.,4,I definitely need the widget of this app!,
2021-01-19 22:38:02,False,링치,it's really useful to me,5,good for my health,
2020-04-23 23:12:25,False,jjyo_,There is an unknown error (building. download-503) What should I do?,2,Error,
2022-02-05 17:33:51,False,하후하하하훟,짱,5,짱,
2021-05-03 07:12:29,False,sss_river,good,5,good,
2019-05-21 02:05:43,False,0108km,Totally great!,5,Great,
2019-07-27 20:29:44,False,neosoar2019,good,5,good,
2019-07-11 14:29:21,False,엄준형,Good,5,Good,
2020-04-24 00:40:08,False,Cherrmay,I love this app 💕,5,좋은 앱 입니다,
2019-05-19 16:36:07,False,frdssc,very good,5,good,
2019-04-09 15:47:49,False,짜장면 뚤이,Sleep town ham e yuong hae bo get ssep ni da!!!!,3,Sleep town,
2021-03-30 12:12:59,False,앱스토어에쓸만한파일정리어플이없어힝,Not that bad,4,Good,
2019-04-15 18:06:08,False,데이터엿먹임,ㅎㅎ,3,ㅎㅎ,
2019-05-03 09:00:25,False,🔥🥰😍,Nice,5,Nice,
2020-06-05 22:38:15,False,마블디씨,ㅎㅎ,4,굿,
2018-05-29 13:10:15,False,아일린임,"Forest 어플 유저인데요,
이 어플 받으면 treehouse 준다고 해서 받았는데..
왜 여전히 treehouses가 unlock상태인거죠 ㅠㅠ
Treehouse 주세욧 !! 부탁합니다!",4,Treehouse 주세요 ㅠㅠ,"{'id': 3645562, 'body': 'Hello,\n\nPlease go to SleepTown’s settings page and tap the cell with your user name on it. This will lead you to your profile page where you can find the redeem button for “special Forest house”. \n\nThanks for contacting us :)', 'modified': '2018-05-30T03:26:02Z'}"
2020-05-28 08:44:09,False,ejduskx,Good,3,Good,
2018-05-20 20:46:48,False,Fe9999,good,5,good!!!!,
2019-05-28 22:23:58,False,누누나눈아ㅏ앙도ㅜ라ㅜㄷ,굿굿,5,굿,
2020-04-14 04:24:36,False,박천윤,goodgood,4,good,
2021-06-06 23:54:59,False,lpjh1004,gôooooooood,4,gooooood,
2019-04-17 20:26:30,False,Panist!,굿굿굿,4,굿,
2021-11-24 23:18:24,False,ㅏㅏㅏㅏㅡㅏㅡ아ㅏㅇ,좋아요,5,유용,
2019-07-15 14:09:31,False,jddn6704,ㅜㅗ도ㅗ,5,ㅝㅓㅓ,
2019-05-03 00:18:39,False,Zd7722vv!,좋아요,5,좋아용😍,
2019-04-01 21:51:47,False,슈슈ar,좋아유,5,좋아요,
2019-04-23 16:19:51,False,주주주주주ㅜ주쥬,굿,5,굿,
2019-05-04 02:54:03,False,haninini812,👍👍👍👍👍,4,👍,
2018-09-22 22:17:19,False,져고러니,굿,5,굿,
2017-05-18 05:13:03,False,l루나ㅣ,"Forest도  잘 쓰고 있는데, 이번에도 실용적이고 예쁜 앱이 나왔네요!!

타운 만드느라 밤에 폰 끄고 일찍 자고 있습니다 ㅋㅋ

예쁜 건물 많이 추가해주세요😆",5,아기자기하고 맘에 들어요~!!,
2019-04-01 22:15:46,False,지횽야라,굿,4,굿,
2017-05-27 07:29:45,False,세상새내기,불규칙한 취침시간이 한번에 고쳐졌어요...ㅋㅋㅋㅋㅋㅋ,5,유용합니다,
2017-05-10 22:51:52,False,이거참재미지믄구만,그냥 로그인없이 사용하고 싶은데 먼 말이 많은지 참신해보여서 샀는데 그냥 다른 어플 추천드려요,1,돈주고 다운받는데 왜 아이디를 만들어야하는가,
2017-08-09 20:15:42,False,후덥지근,좋은습관을 만들어주는 어플!! 최고다,5,Good,
2021-09-28 03:31:13,False,횩ㅁ,ㅇㅎ,5,으빔ㄹㅋ,
2017-08-13 11:28:21,False,lillose111222,"Sometime, i need to sleep late. At that time , i want to sleep late and complete house.",4,Event!,
2019-12-23 21:40:17,False,栗……,一晚上打开软件睡觉，七个小时，满满的电量已经快耗完了。伤不起,1,耗电厉害,"{'id': 13185353, 'body': '您好，\n非常抱歉造成您的困扰，我们会检查看看这个问题。', 'modified': '2020-01-29T17:18:26Z'}"
2018-05-14 04:01:46,False,没起床的上课党,"如果没有盖成房子，那闹钟就不会响！
这样很蠢诶",1,闹钟不会响！,"{'id': 3465829, 'body': '您好，目前的设计是，没有开始盖房子的话，闹钟就不会响喔。请问您在调整闹钟时间与开关的时候，是否有出现以上的提示呢？\n我们建议您还是可以设定系统的闹钟，系统闹钟响并不会影响房子的建造。\n若您还有任何问题或建议，欢迎使用app内部的反馈系统与我们联系，祝您有个健康又美好的一天。 ：）', 'modified': '2018-05-15T01:32:31Z'}"
2021-01-03 03:32:29,False,sjuskhnu,"휴일을 일요일로 설정했는데, 그럼 토요일에 늦게 자도 되고 일요일에 늦잠자도 되는 거 맞죠? 근데 토요일에 자라고 알림 뜨더니 일요일날 늦잠잤다고 건물 무너졌어요ㅠㅠ",5,휴일인데도 건물이 무너져요ㅜㅜ,
2021-05-23 02:26:33,False,yediuzis,"목표를 재설정하면 이전 성공 데이터가 수정되던데, 결국 중요한 건 '내가 정한 목표를 지켰는지'이지, 상황에 따라 기상 취침 목표시간은 달라질 수 있잖아요? 목표 재설정이 이전 데이터에 영향이 없게 수정되면 어떨까 싶습니다:)",4,취침 및 기상목표 재설정 관련 제안,
2020-12-20 09:20:10,False,슢빅,뭔가 건물 무너지는 거 싫어서 일찍 일어나게됨,5,오 완전 구뜨👍🏻,
2020-12-02 00:36:26,False,포코숑,새벽에 폰하던 습관을 고쳤어요,5,새벽에 폰하던 습관을 고쳤어요,
2020-06-15 07:19:25,False,🌱민트민츠🌱,👍🏻,5,👍🏻🌱민트민트🌱,
2020-12-01 07:20:26,False,은이더럽,처음 깔아서 오눌 일일차입니당,4,잘써보랴구영,
2020-07-27 15:01:28,False,좋다좋아111122333,"자기 전에 핸드폰 하는 습관있는데 건물 무너질까봐 수면 누른 후에는 폰도 안 보게되고, 그러니까 잠도 더 일찍 잘 수 있어서 아침이 개운해요!!",4,굳굳,
2020-05-28 22:14:03,False,오ㅗㅗㅗㅗㅗ호,그래프가 갈색으로 나오는건 실패라는 뜻인가요? 좀 늦게 일어나면 갈색으로 뜨더라고요,5,그래프 갈색,
2020-05-03 11:49:20,False,19+피카소,ᕕ( ᐛ )ᕗ,5,◡̈♥,
2019-09-12 09:02:22,False,소라늄,여려분,5,잘자요,
2019-07-09 16:20:51,False,송민호 사랑해,재밌다 ㅎㅎ흫ㅎ흫개꿀재뭏릏,5,흐힣,
2019-06-02 14:53:47,False,찍짱,첫날 두근,5,기대돼용,
2019-05-16 15:03:53,False,(ㅎ-ㅎ3),나의 불면증을 없애준 어플  ㅜㅜㅜㅜㅜ!,5,조야요,
2019-04-23 23:19:39,False,곧재벌,건물짓는걸 원하면서 목표지키려고 하는중 도움돼요 짱,5,패턴바꾸기,
2019-05-10 03:06:41,False,dh079320,몬가 허겁지겁 핸드폰 끄게되는간 함정ㅇ지만 일찍 잘수있는게 너무좋다,4,일찍자게되서ㅜ너무좋름...,
2019-04-23 15:10:49,False,Ji헤,현질불가....무조건 규칙적으로 자야 건물 세울 수 있고 폐허 없애느라 고생했어용 추천합니댜 ㅋㅋ,5,ㅎㅎ추천추천,
2019-04-20 07:11:57,False,ㅁㄴㅉㄱㅂㅅㅊㅋ,굳,5,ㅁㄴㅇㄹㅎㅅㄱㄷ,
